No.	Time	Source	Destination	Protocol	Length	Info
12	11.261816	192.168.50.156	142.250.69.202	TCP	62	[TCP Retransmission] 52952 → 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM
13	12.000266	192.168.50.156	142.251.33.106	TCP	66	52973 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
14	12.002978	142.250.217.74	192.168.50.156	TCP	66	54132 → 80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
15	12.255179	142.250.217.74	192.168.50.156	TCP	66	54132 → 80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
16	12.255511	192.168.50.156	142.251.33.106	TCP	66	52975 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
17	12.262284	192.168.50.156	142.250.69.202	TCP	66	52976 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
18	13.867144	192.168.50.156	142.251.33.74	TCP	62	[TCP Retransmission] 52957 → 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM
19	14.120387	192.168.50.156	142.251.33.74	TCP	62	[TCP Retransmission] 52958 → 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM
20	14.752755	192.168.50.156	142.251.33.74	TCP	66	52980 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
21	14.754909	142.250.33.106	192.168.50.156	TCP	60	54144 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
22	15.000769	192.168.50.156	142.251.33.106	TCP	66	[TCP Retransmission] 52973 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
23	15.256251	192.168.50.156	142.251.33.106	TCP	66	[TCP Retransmission] 52975 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
24	15.262545	192.168.50.156	142.250.69.202	TCP	66	[TCP Retransmission] 52976 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
25	17.751817	192.168.50.156	142.251.33.74	TCP	66	[TCP Retransmission] 52980 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
26	21.000529	192.168.50.156	142.251.33.106	TCP	62	[TCP Retransmission] 52973 → 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM
27	21.257852	192.168.50.156	142.251.33.106	TCP	62	[TCP Retransmission] 52975 → 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM
28	21.262855	192.168.50.156	142.250.69.202	TCP	62	[TCP Retransmission] 52976 → 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM
29	23.261798	192.168.50.156	142.251.33.106	TCP	66	52992 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
30	23.263423	142.250.69.202	192.168.50.156	TCP	66	54132 → 80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
31	23.752538	192.168.50.156	142.251.33.74	TCP	62	[TCP Retransmission] 52980 → 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM
32	24.21796	192.168.50.156	192.168.50.152	TCP	66	52995 → 80 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
33	24.218407	192.168.50.152	192.168.50.156	TCP	66	80 → 52995 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128
34	24.218475	192.168.50.156	192.168.50.152	TCP	54	52995 → 80 [ACK] Seq=1 Ack=1 Win=525568 Len=0
35	24.218771	192.168.50.156	192.168.50.152	HTTP	1307	GET /api/health/ HTTP/1.1 
36	24.219191	192.168.50.152	192.168.50.156	TCP	60	80 → 52995 [ACK] Seq=1 Ack=1254 Win=32128 Len=0
37	24.237569	192.168.50.152	192.168.50.156	HTTP/JSON	713	HTTP/1.1 200 OK , JSON (application/json)
38	24.288803	192.168.50.156	192.168.50.152	TCP	54	52995 → 80 [ACK] Seq=1254 Ack=660 Win=524800 Len=0
39	25.8675	192.168.50.156	142.250.217.74	TCP	66	52998 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
40	25.868269	142.250.33.74	192.168.50.156	TCP	60	54144 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
41	26.121963	192.168.50.156	142.250.217.74	TCP	66	53001 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
42	26.122567	142.250.33.74	192.168.50.156	TCP	60	54144 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
43	26.262169	192.168.50.156	142.251.33.106	TCP	66	[TCP Retransmission] 52992 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
44	26.300847	142.250.217.74	192.168.50.156	TCP	66	54132 → 80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
45	26.301429	192.168.50.156	112.65.210.102	TCP	70	50200 → 80 [PSH, ACK] Seq=1 Ack=1277 Win=62964 Len=16
46	26.301735	142.250.217.74	192.168.50.156	TCP	66	54133 → 80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
47	26.392779	192.168.50.156	180.163.221.140	TCP	66	53002 → 80 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
48	26.400394	180.163.221.140	192.168.50.156	TCP	60	80 → 53002 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460
49	26.400514	192.168.50.156	180.163.221.140	TCP	54	53002 → 80 [ACK] Seq=1 Ack=1 Win=64240 Len=0
50	26.40079	192.168.50.156	180.163.221.140	TCP	336	53002 → 80 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=282 [TCP PDU reassembled in 52]
51	26.40102	180.163.221.140	192.168.50.156	TCP	60	80 → 53002 [ACK] Seq=1 Ack=283 Win=64240 Len=0
52	26.401036	192.168.50.156	180.163.221.140	HTTP	768	POST /cloudquery.php HTTP/1.1 
53	26.401258	180.163.221.140	192.168.50.156	TCP	60	80 → 53002 [ACK] Seq=1 Ack=997 Win=64240 Len=0
54	26.429148	180.163.221.140	192.168.50.156	HTTP	432	HTTP/1.1 200 OK  (application/octet-stream)
55	26.429438	192.168.50.156	180.163.221.140	TCP	54	53002 → 80 [FIN, ACK] Seq=997 Ack=379 Win=63862 Len=0
56	26.429647	180.163.221.140	192.168.50.156	TCP	60	80 → 53002 [ACK] Seq=379 Ack=998 Win=64239 Len=0
57	26.435953	180.163.221.140	192.168.50.156	TCP	60	80 → 53002 [FIN, PSH, ACK] Seq=379 Ack=998 Win=64239 Len=0
58	26.435995	192.168.50.156	180.163.221.140	TCP	54	53002 → 80 [ACK] Seq=998 Ack=380 Win=63862 Len=0
59	28.049211	192.168.50.156	192.168.50.152	TCP	54	52995 → 80 [FIN, ACK] Seq=1254 Ack=660 Win=524800 Len=0
60	28.049638	192.168.50.152	192.168.50.156	TCP	60	80 → 52995 [FIN, ACK] Seq=660 Ack=1255 Win=32128 Len=0
61	28.049669	192.168.50.156	192.168.50.152	TCP	54	52995 → 80 [ACK] Seq=1255 Ack=661 Win=524800 Len=0
62	28.703252	142.250.217.74	192.168.50.156	TCP	66	54134 → 80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
63	28.711851	192.168.50.156	112.65.210.102	TCP	70	50200 → 80 [PSH, ACK] Seq=17 Ack=2553 Win=64240 Len=16
64	28.712217	142.250.217.74	192.168.50.156	TCP	66	54135 → 80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
65	28.868291	192.168.50.156	142.250.217.74	TCP	66	[TCP Retransmission] 52998 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
66	29.122366	192.168.50.156	142.250.217.74	TCP	66	[TCP Retransmission] 53001 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
67	32.261823	192.168.50.156	142.251.33.106	TCP	62	[TCP Retransmission] 52992 → 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM
68	32.608812	192.168.50.156	180.163.221.140	TCP	66	53011 → 80 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
69	32.62021	180.163.221.140	192.168.50.156	TCP	60	80 → 53011 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460
70	32.620357	192.168.50.156	180.163.221.140	TCP	54	53011 → 80 [ACK] Seq=1 Ack=1 Win=64240 Len=0
71	32.62084	192.168.50.156	180.163.221.140	TCP	336	53011 → 80 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=282 [TCP PDU reassembled in 73]
72	32.621226	180.163.221.140	192.168.50.156	TCP	60	80 → 53011 [ACK] Seq=1 Ack=283 Win=64240 Len=0
73	32.621856	192.168.50.156	180.163.221.140	HTTP	768	POST /cloudquery.php HTTP/1.1 
74	32.622096	180.163.221.140	192.168.50.156	TCP	60	80 → 53011 [ACK] Seq=1 Ack=997 Win=64240 Len=0
75	32.656375	180.163.221.140	192.168.50.156	HTTP	432	HTTP/1.1 200 OK  (application/octet-stream)
76	32.656705	192.168.50.156	180.163.221.140	TCP	54	53011 → 80 [FIN, ACK] Seq=997 Ack=379 Win=63862 Len=0
77	32.656878	180.163.221.140	192.168.50.156	TCP	60	80 → 53011 [ACK] Seq=379 Ack=998 Win=64239 Len=0
78	32.662108	180.163.221.140	192.168.50.156	TCP	60	80 → 53011 [FIN, PSH, ACK] Seq=379 Ack=998 Win=64239 Len=0
79	32.662145	192.168.50.156	180.163.221.140	TCP	54	53011 → 80 [ACK] Seq=998 Ack=380 Win=63862 Len=0
80	33.001251	192.168.50.156	142.250.69.202	TCP	66	53013 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
81	33.004822	142.250.33.106	192.168.50.156	TCP	60	54144 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
82	33.257643	142.250.33.106	192.168.50.156	TCP	60	54144 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
83	33.258047	192.168.50.156	142.250.69.202	TCP	66	53014 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
84	33.262987	192.168.50.156	142.251.33.106	TCP	66	53015 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
85	33.270528	142.250.69.202	192.168.50.156	TCP	60	53144 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
86	33.501056	142.250.217.74	192.168.50.156	TCP	66	54138 → 80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
87	33.501519	192.168.50.156	112.65.210.102	TCP	70	50200 → 80 [PSH, ACK] Seq=33 Ack=3829 Win=62964 Len=16
88	33.501708	142.250.217.74	192.168.50.156	TCP	66	54132 → 80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
89	34.868465	192.168.50.156	142.250.217.74	TCP	62	[TCP Retransmission] 52998 → 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM
90	35.122864	192.168.50.156	142.250.217.74	TCP	62	[TCP Retransmission] 53001 → 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM
91	35.753417	192.168.50.156	142.250.217.74	TCP	66	53020 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
92	35.754128	142.250.33.74	192.168.50.156	TCP	60	54144 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
93	36.002634	192.168.50.156	142.250.69.202	TCP	66	[TCP Retransmission] 53013 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
94	36.257891	192.168.50.156	142.250.69.202	TCP	66	[TCP Retransmission] 53014 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
95	36.262756	192.168.50.156	142.251.33.106	TCP	66	[TCP Retransmission] 53015 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
96	38.753253	192.168.50.156	142.250.217.74	TCP	66	[TCP Retransmission] 53020 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
97	40.183963	192.168.50.156	180.163.252.201	TCP	55	49742 → 80 [ACK] Seq=1 Ack=1 Win=63776 Len=1
98	40.184147	180.163.252.201	192.168.50.156	TCP	60	80 → 49742 [ACK] Seq=1 Ack=2 Win=64240 Len=0
99	40.717529	142.250.217.74	192.168.50.156	TCP	66	54132 → 80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
100	40.717994	192.168.50.156	112.65.210.102	TCP	70	50200 → 80 [PSH, ACK] Seq=49 Ack=5105 Win=64240 Len=16
101	40.718176	142.250.217.74	192.168.50.156	TCP	66	54132 → 80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
102	40.71967	142.250.217.74	192.168.50.156	TCP	66	54132 → 80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
103	40.72003	192.168.50.156	112.65.210.102	TCP	70	50200 → 80 [PSH, ACK] Seq=65 Ack=6505 Win=62840 Len=16
104	40.720139	142.250.217.74	192.168.50.156	TCP	66	54132 → 80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
105	40.729368	142.250.217.74	192.168.50.156	TCP	66	54132 → 80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
106	40.729816	192.168.50.156	112.65.210.102	TCP	70	50200 → 80 [PSH, ACK] Seq=81 Ack=7657 Win=64240 Len=16
107	40.729983	142.250.217.74	192.168.50.156	TCP	66	54132 → 80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
108	41.508082	142.250.217.74	192.168.50.156	TCP	66	54133 → 80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
109	41.508539	192.168.50.156	112.65.210.102	TCP	70	50200 → 80 [PSH, ACK] Seq=97 Ack=8933 Win=62964 Len=16
110	41.508709	142.250.217.74	192.168.50.156	TCP	66	54134 → 80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
111	42.002996	192.168.50.156	142.250.69.202	TCP	62	[TCP Retransmission] 53013 → 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM
112	42.258206	192.168.50.156	142.250.69.202	TCP	62	[TCP Retransmission] 53014 → 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM
113	42.262783	192.168.50.156	142.251.33.106	TCP	62	[TCP Retransmission] 53015 → 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM
114	42.365758	192.168.50.156	142.251.215.234	TCP	66	53040 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
115	44.262093	142.250.33.106	192.168.50.156	TCP	60	54144 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
116	44.262326	192.168.50.156	142.251.33.74	TCP	66	53043 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
117	44.754743	192.168.50.156	142.250.217.74	TCP	62	[TCP Retransmission] 53020 → 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM
118	45.365984	192.168.50.156	142.251.215.234	TCP	66	[TCP Retransmission] 53040 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
119	46.869155	142.250.217.74	192.168.50.156	TCP	66	54132 → 80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
120	46.869432	192.168.50.156	142.250.217.106	TCP	66	53048 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
121	47.123409	192.168.50.156	142.250.217.106	TCP	66	53049 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
122	47.124039	142.250.217.74	192.168.50.156	TCP	66	54132 → 80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
123	47.263633	192.168.50.156	142.251.33.74	TCP	66	[TCP Retransmission] 53043 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
124	49.869927	192.168.50.156	142.250.217.106	TCP	66	[TCP Retransmission] 53048 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
125	50.123746	192.168.50.156	142.250.217.106	TCP	66	[TCP Retransmission] 53049 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
126	51.36605	192.168.50.156	142.251.215.234	TCP	62	[TCP Retransmission] 53040 → 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM
127	53.264879	192.168.50.156	142.251.33.74	TCP	62	[TCP Retransmission] 53043 → 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM
128	54.005941	142.250.69.202	192.168.50.156	TCP	60	52124 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
129	54.217805	192.168.50.156	192.168.50.152	TCP	66	53059 → 80 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
130	54.218053	192.168.50.152	192.168.50.156	TCP	66	80 → 53059 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128
131	54.218109	192.168.50.156	192.168.50.152	TCP	54	53059 → 80 [ACK] Seq=1 Ack=1 Win=525568 Len=0
132	54.218377	192.168.50.156	192.168.50.152	HTTP	1307	GET /api/health/ HTTP/1.1 
133	54.218511	192.168.50.152	192.168.50.156	TCP	60	80 → 53059 [ACK] Seq=1 Ack=1254 Win=32128 Len=0
134	54.232526	192.168.50.152	192.168.50.156	HTTP/JSON	712	HTTP/1.1 200 OK , JSON (application/json)
135	54.25937	142.250.69.202	192.168.50.156	TCP	60	54144 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
136	54.263445	192.168.50.156	142.251.33.74	TCP	66	53060 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
137	54.26621	142.250.33.106	192.168.50.156	TCP	60	54144 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
138	54.283139	192.168.50.156	192.168.50.152	TCP	54	53059 → 80 [ACK] Seq=1254 Ack=659 Win=524800 Len=0
139	55.869515	192.168.50.156	142.250.217.106	TCP	62	[TCP Retransmission] 53048 → 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM
140	56.124334	192.168.50.156	142.250.217.106	TCP	62	[TCP Retransmission] 53049 → 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM
141	56.755024	192.168.50.156	142.250.217.106	TCP	66	53064 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
142	56.756659	142.250.217.74	192.168.50.156	TCP	66	54132 → 80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
143	57.264284	192.168.50.156	142.251.33.74	TCP	66	[TCP Retransmission] 53060 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
144	58.056244	192.168.50.156	192.168.50.152	TCP	54	53059 → 80 [FIN, ACK] Seq=1254 Ack=659 Win=524800 Len=0
145	58.056546	192.168.50.152	192.168.50.156	TCP	60	80 → 53059 [FIN, ACK] Seq=659 Ack=1255 Win=32128 Len=0
146	58.056575	192.168.50.156	192.168.50.152	TCP	54	53059 → 80 [ACK] Seq=1255 Ack=660 Win=524800 Len=0
147	59.754975	192.168.50.156	142.250.217.106	TCP	66	[TCP Retransmission] 53064 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
148	62.986906	192.168.50.156	142.250.217.106	TCP	66	53077 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
149	63.239369	192.168.50.156	142.250.217.106	TCP	66	53078 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
150	63.265125	192.168.50.156	142.251.33.74	TCP	62	[TCP Retransmission] 53060 → 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM
151	63.365811	192.168.50.156	142.251.33.106	TCP	66	53079 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
152	63.370299	142.250.217.74	192.168.50.156	TCP	60	54144 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
153	65.265461	142.250.33.74	192.168.50.156	TCP	60	54144 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
154	65.265715	192.168.50.156	142.250.217.74	TCP	66	53083 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
155	65.754609	192.168.50.156	142.250.217.106	TCP	62	[TCP Retransmission] 53064 → 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM
156	65.987015	192.168.50.156	142.250.217.106	TCP	66	[TCP Retransmission] 53077 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
157	66.239942	192.168.50.156	142.250.217.106	TCP	66	[TCP Retransmission] 53078 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
158	66.366421	192.168.50.156	142.251.33.106	TCP	66	[TCP Retransmission] 53079 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
159	67.870258	192.168.50.156	142.251.215.234	TCP	66	53090 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
160	67.873067	142.250.217.74	192.168.50.156	TCP	66	54135 → 80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
161	68.126786	192.168.50.156	142.251.215.234	TCP	66	53093 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
162	68.127521	142.250.217.74	192.168.50.156	TCP	66	54132 → 80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
163	68.265698	192.168.50.156	142.250.217.74	TCP	66	[TCP Retransmission] 53083 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
164	70.871518	192.168.50.156	142.251.215.234	TCP	66	[TCP Retransmission] 53090 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
165	71.127088	192.168.50.156	142.251.215.234	TCP	66	[TCP Retransmission] 53093 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
166	71.987388	192.168.50.156	142.250.217.106	TCP	62	[TCP Retransmission] 53077 → 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM
167	72.239624	192.168.50.156	142.250.217.106	TCP	62	[TCP Retransmission] 53078 → 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM
168	72.367223	192.168.50.156	142.251.33.106	TCP	62	[TCP Retransmission] 53079 → 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM
169	74.267224	192.168.50.156	142.250.217.74	TCP	62	[TCP Retransmission] 53083 → 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM
170	75.264796	192.168.50.156	142.250.217.74	TCP	66	53104 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
171	75.266535	142.250.33.74	192.168.50.156	TCP	60	54144 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
172	76.871933	192.168.50.156	142.251.215.234	TCP	62	[TCP Retransmission] 53090 → 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM
173	77.12729	192.168.50.156	142.251.215.234	TCP	62	[TCP Retransmission] 53093 → 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM
174	77.756508	192.168.50.156	142.251.215.234	TCP	66	53107 → 443 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
